album_name	artist_name	release_year	genre	release_type	cover_art_url	spotify_url	mbid	country	release_length	tracks_mb	spotify_id
Turbo	Cory Wong	2021.0	Jazz-Funk, Jazz Fusion, Contemporary R&B, Synth Funk	Album	https://i.scdn.co/image/ab67616d0000b273221c57449f4b723baf12960c	https://open.spotify.com/album/2WBrAkDpKDtCn7Ueyeg6m8	75b83dbe-2468-4b1f-aada-f67d8c3c5e55	XW	29.0	7.0	2WBrAkDpKDtCn7Ueyeg6m8
Turmoil	Fractal Sun	2020.0	Progressive Metal, Djent	Album	https://i.scdn.co/image/ab67616d0000b273c37961a48d254006e9497ef0	https://open.spotify.com/album/1jm2VtVaWccbheazwjw1os	2e653006-2e77-48d8-ba72-4bff5c11ee9f	XW	42.23083333333334	6.0	1jm2VtVaWccbheazwjw1os
Turn Up That Dial	Dropkick Murphys	2022.0	Celtic Punk, Celtic Rock	Album	https://i.scdn.co/image/ab67616d0000b273dea8ee88591525b7d74e8dba	https://open.spotify.com/album/7izrrrhMXbgAk5OEECRTu8	16e536ea-7b44-4da5-99bf-3e686bea5e2f	US	39.0	11.0	7izrrrhMXbgAk5OEECRTu8
Turn on the Bright Lights	Interpol	2002.0	Post-Punk Revival, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b27314f8df9fb9c2d3056a994390	https://open.spotify.com/album/4sW8Eql2e2kdRP1A1R1clG	fa5ec59c-6d1f-48e6-bf0f-af3249917bcb	MX	57.0	13.0	4sW8Eql2e2kdRP1A1R1clG
Turned Around Abruptly Beside a Mirror and Jumped at My Own Reflection	Youth Novel	2014.0	Screamo, Midwest Emo, Emoviolence	single	https://i.scdn.co/image/ab67616d0000b273660c601d6244bfac755b45b8	https://open.spotify.com/album/5FAAZvLTIgHpJb2QPp5yDr	660bbdbc-84d0-497f-b3bb-9052a1d08cb3	CA	10.0	4.0	5FAAZvLTIgHpJb2QPp5yDr
Turned To Stone Chapter 2: Masamune & Muramasa	Howling Giant	2020.0	Progressive Rock, Stoner Rock	Album	https://i.scdn.co/image/ab67616d0000b2733f81f2af4d1142ef9f663202	https://open.spotify.com/album/7lgq4MjPDKzMk1nP1EYNns	31f525ab-da2e-4bed-b644-954917746a42	XW	40.91666666666666	2.0	7lgq4MjPDKzMk1nP1EYNns
Turned To Stone Chapter 2: Masamune & Muramasa	Sergeant Thunderhoof		Progressive Rock, Stoner Rock	Album			31f525ab-da2e-4bed-b644-954917746a42	XW	40.91666666666666	2.0	
Tusk	Fleetwood Mac	1979.0	Pop Rock, Soft Rock, Country Rock, Art Rock, Folk Pop, Post-Punk	album	https://i.scdn.co/image/ab67616d0000b273ac3b1b1e8bb8a4986b485fb5	https://open.spotify.com/album/1d075yQcykHjerQ2BN0ABn	e11c6fd3-cf68-46b7-bd41-abce2b03df95	US	72.0	20.0	1d075yQcykHjerQ2BN0ABn
Tweez	Slint	1989.0	Noise Rock, Math Rock, Post-Hardcore, Experimental Rock, Post-Hardcore	album	https://i.scdn.co/image/ab67616d0000b27366896e04a421b615c38b9c34	https://open.spotify.com/album/4NxYyugSdspmYp8aEGMqTP	699f67f4-13d4-411f-acb1-d4e5def08af5	XW	29.0	9.0	4NxYyugSdspmYp8aEGMqTP
Twice Born Men	Sweet Billy Pilgrim	2009.0	Indie Folk, Americana, Slowcore	album	https://i.scdn.co/image/ab67616d0000b273a02a6f0eb911e622e33d50a0	https://open.spotify.com/album/76QQDjC3ZuyxRYq2xX7OZL	5c30947c-f67d-4eec-aaa6-74b284b80e9f	GB	65.0	11.0	76QQDjC3ZuyxRYq2xX7OZL
Twilight of the Thunder God	Amon Amarth	2008.0	Melodic Death Metal	Album	https://i.scdn.co/image/ab67616d0000b2739203fd1f5c23f0ad92ce63fa	https://open.spotify.com/album/3j0GCUTDz53x9Mzl8L1Fwz	f2fde865-dbb7-4026-ac6d-0e1ae64cd862	DE	43.0	10.0	3j0GCUTDz53x9Mzl8L1Fwz
Twin Dream	Glassing	2021.0	Post-Metal, Screamo, Blackgaze, Atmospheric Sludge Metal	Album	https://i.scdn.co/image/ab67616d0000b273b315a72e344c36e1b3b210d2	https://open.spotify.com/album/4r6YcYB5Zgv0TcKQpsEcje	26479191-f9e7-4c4b-8c9f-058e7c9d0331	XW	45.0	11.0	4r6YcYB5Zgv0TcKQpsEcje
Twin Symbiosis	Dyscordia	2013.0	Progressive Metal, Power Metal, Melodic Death Metal	Single	https://i.scdn.co/image/ab67616d0000b2735b9076049e067fe63f02d2c6	https://open.spotify.com/album/55yqZKP4xAYUpiSNn1IZnJ	9441ee84-8317-4ce7-92ae-0b5d7b514692	BE	57.0	11.0	55yqZKP4xAYUpiSNn1IZnJ
Two	Earshot	2004.0	Alternative Metal, Alternative Rock, Post-Grunge, Nu Metal	Single	https://i.scdn.co/image/ab67616d0000b273fc166a861d377e7e7397485c	https://open.spotify.com/album/0LRzUvkIwBzRFDjKCo2cfe	4198c81f-bd7f-3eff-9847-51ab59ea6e07	US	42.0	11.0	0LRzUvkIwBzRFDjKCo2cfe
Two	The Calling	2004.0	Pop Rock, Alternative Rock	album	https://i.scdn.co/image/ab67616d0000b27391d3c025089a03f122b41095	https://open.spotify.com/album/0Wpw8Ge12eqPGc5NCcYE3B	457739dc-8816-48f8-adb4-197285d63f80	XW	54.0	13.0	0Wpw8Ge12eqPGc5NCcYE3B
Two Hunters	Wolves in the Throne Room	2007.0	Atmospheric Black Metal	album	https://i.scdn.co/image/ab67616d0000b2733487bf416e868b5e04110f6e	https://open.spotify.com/album/0XcUYlIr524SvNlpbf50J3	8e3de257-930b-4248-9c53-0fabc8d81741	US	68.0	5.0	0XcUYlIr524SvNlpbf50J3
Typhoon Trip	Psyhoes	2020.0	Stoner Rock, Psychedelic Rock, Alternative Rock, Progressive Rock	single	https://i.scdn.co/image/ab67616d0000b273a35d0d02ca561ddbd5e92168	https://open.spotify.com/album/5qU3XShxP0MZuNf98uqM52	5a119be4-a638-4111-bb35-e3837891c11f	XW	29.0	4.0	5qU3XShxP0MZuNf98uqM52
Typhoons	Royal Blood	2021.0	Alternative Dance, Alternative Rock, Hard Rock, Dance-Punk, Glam Rock	album	https://i.scdn.co/image/ab67616d0000b273712b9c0f9a8d380e26a95c1c	https://open.spotify.com/album/05aqnnpYVOvsX0SIzmIuxi	d3ede087-cb27-4f5f-afc2-1efbf47a4ac4	GB	45.0	13.0	05aqnnpYVOvsX0SIzmIuxi
ULTRAPOP	The Armed	2021.0	Noise Rock, Post-Hardcore, Noise Pop, Mathcore	album	https://i.scdn.co/image/ab67616d0000b27322350f2c0a5a5cdd2a559d83	https://open.spotify.com/album/6ZyYffpgsnpB9iYyHZjMVC	1b31b7a9-2489-4deb-8414-9082034993ca	DZ	38.852183333333336	12.0	6ZyYffpgsnpB9iYyHZjMVC
UROBOROS	DIR EN GREY	2008.0	Alternative Metal, Progressive Metal, Avant-Garde Metal, Progressive Rock, Experimental Rock	Album	https://i.scdn.co/image/ab67616d0000b27318ed9e2197bc44f9c0ca8514	https://open.spotify.com/album/74KlQzBN2EGsEXcWsXwiBS	fb296c28-e379-4405-9bb4-c24793685c6c	JP	73.0	16.0	74KlQzBN2EGsEXcWsXwiBS
Uderzenie	Kulkmaen			Album			1e4ca0b1-e949-4f35-8b26-e75f54be0110	PL	38.46666666666667	10.0	
Ugly Cherries	PWR BTTM	2015.0	Power Pop, Queercore, Garage Rock, Pop Punk, Garage Rock	album	https://i.scdn.co/image/ab67616d0000b273b1d01118aa060463ddb15a88	https://open.spotify.com/album/5mpC6n0upzry2IRIQYz9Lr	1b10a1e3-bf29-44e7-9f4c-cd0cca1a5fbf	XW	27.0	11.0	5mpC6n0upzry2IRIQYz9Lr
Ultimate Care II	Matmos		IDM, Musique concrète, Glitch, Electroacoustic, Industrial Techno	Album	https://lastfm.freetls.fastly.net/i/u/300x300/894d08b36705159e6f1e63acf2f24bef.jpg	https://open.spotify.com/album/6rUhZEo1ZpJTAc5ssoa0ju	eb24de65-68f0-4ba6-aaff-d5a4807ca497	XW	38.0	1.0	6rUhZEo1ZpJTAc5ssoa0ju
Ultimate Success Today	Protomartyr	2020.0	Post-Punk, Art Punk, Noise Rock	album	https://i.scdn.co/image/ab67616d0000b273140d62073f08c4a487a6b044	https://open.spotify.com/album/1prgWeOu8QaOZnMeUeTdhN	f506702b-2495-48e6-8923-e9cb6a59bc15	XW	40.0	10.0	1prgWeOu8QaOZnMeUeTdhN
Ultimate Worship (I Believe)	Stereofuse			EP			b5a750ae-756c-4f37-97f0-61ff3a316605	XW	25.23333333333333	4.0	
Ultraviolet	Kylesa	2013.0	Stoner Rock, Stoner Metal, Heavy Psych, Post-Hardcore, Sludge Metal	album	https://i.scdn.co/image/ab67616d0000b273eaf0267e831da6a960bd2157	https://open.spotify.com/album/35qXLJqPw9ehORWpBNQiX3	a725abf0-fcf8-4018-a694-e7ab87208d32	XW	38.0	11.0	35qXLJqPw9ehORWpBNQiX3
Ultraviolet	Misery Signals	2020.0	Melodic Metalcore, Metalcore, Progressive Metal, Post-Metal	album	https://i.scdn.co/image/ab67616d0000b27377367f15a4025783c5d18b19	https://open.spotify.com/album/3dbECw08JDwaxcCHg3MFYf	4a41260d-1e96-4b52-b11e-e71fbcc41576	XW	34.0	9.0	3dbECw08JDwaxcCHg3MFYf
Ultraviolet	As Everything Unfolds	2023.0	Alternative Metal, Nu Metal	Album	https://i.scdn.co/image/ab67616d0000b27309e0668331eb33f694899a89	https://open.spotify.com/album/3shvTPBaqgggoWWKIZXC94	bc0a57fa-e574-4d3c-9265-8e10661c0d68		10.333333333333334	11.0	3shvTPBaqgggoWWKIZXC94
Ultraviolet Disguise	The Technicolors	2015.0	Indie Rock	album	https://i.scdn.co/image/ab67616d0000b2735fd7c284c0b719ad07b8eac2	https://open.spotify.com/album/3FpGaltgrkpihz2wL76YRm	951d2794-aae9-4efa-855d-f5fcdc3001f1	XW	36.0	10.0	3FpGaltgrkpihz2wL76YRm
Umbra	Tenebral Rift	2021.0	Atmospheric Black Metal, Doom Metal, Doom Metal	album	https://i.scdn.co/image/ab67616d0000b273da2d4c39f32d93e3e7fc36a9	https://open.spotify.com/album/741NSedHGoImGKlwETBFvU	f0622daa-deb8-418a-b8c6-e7bee51279e1	US	42.697766666666666	3.0	741NSedHGoImGKlwETBFvU
Umbra	Kolm	2018.0	Progressive Rock, Experimental Rock	album	https://i.scdn.co/image/ab67616d0000b27347919b9adf3bcbdaa7f2531e	https://open.spotify.com/album/24PwdgiNoeStxIDB11RbRQ	a794c629-233f-4d99-95ba-dad4b5dd50ab	XW	35.0	7.0	24PwdgiNoeStxIDB11RbRQ
Una Mattina	Ludovico Einaudi	2004.0	Modern Classical, Minimalism	album	https://i.scdn.co/image/ab67616d0000b273c0c021c0ac135d923b3a0ddc	https://open.spotify.com/album/0Ryad9M1b1MxSjgXdHCh1c	5fd13a50-7aee-4338-a1da-de7322a8602b	IT	69.5837	13.0	0Ryad9M1b1MxSjgXdHCh1c
Under Cöver	Motörhead	2017.0	Heavy Metal, Hard Rock, Punk Rock	album	https://i.scdn.co/image/ab67616d0000b2739a6d303abaf6e10fb276a05e	https://open.spotify.com/album/2k92YJRQpz64koEILL4DUs	d42d782b-911d-491a-bbc3-4cf8af1874ab	DE	41.0	11.0	2k92YJRQpz64koEILL4DUs
Under My Skin	Avril Lavigne	2004.0	Pop Rock, Post-Grunge, Pop Punk, Alternative Rock	Album	https://i.scdn.co/image/ab67616d0000b2739c291af4bf0c3071847f2b80	https://open.spotify.com/album/7851Vsjv3apS52sXUik6iF	6f10a29e-82f8-4e17-99aa-1a047c5f390b	BR	40.0	12.0	7851Vsjv3apS52sXUik6iF
Under Reprisal	Threat Signal	2006.0	Melodic Metalcore, Melodic Death Metal, Groove Metal	album	https://i.scdn.co/image/ab67616d0000b2732e9276619c4ba56fe010d215	https://open.spotify.com/album/4PfEO9mj8PFP6oa4pgzgmr	2557cd3b-4fa3-4046-873f-e6593773c84f	DE	47.0	11.0	4PfEO9mj8PFP6oa4pgzgmr
Under Summer	Yndi Halda	2016.0	Post-Rock	album	https://i.scdn.co/image/ab67616d0000b2733bb0c5d27bd35c976c75ca83	https://open.spotify.com/album/20rjAHSX2FODpiOdPYG9kP	138cdefe-ec2f-429d-bb68-1d03da6a74fc	GB	57.0	4.0	20rjAHSX2FODpiOdPYG9kP
Under The Midnight Sun	The Cult	2022.0	Gothic Rock, Post-Punk	album	https://i.scdn.co/image/ab67616d0000b273e84543d0714c0211fcef6b79	https://open.spotify.com/album/6yUltme6Sb7ErFkqJ1TgQh	13b06a56-14f7-4e7f-9095-6b2a60f2d307	US	35.09395	8.0	6yUltme6Sb7ErFkqJ1TgQh
Under The Same Sky	Sleeping Pulse	2014.0	Progressive Rock, Alternative Rock, Art Rock, Acoustic Rock	album	https://i.scdn.co/image/ab67616d0000b2732562a6ea4c4bc327248bf91f	https://open.spotify.com/album/4gfLZgx7XpmajGQJUMeHDH	77397a71-eaca-422d-a5be-9810cd019764	DE	82.0	15.0	4gfLZgx7XpmajGQJUMeHDH
Under The Veil Of Madness	Ascension		Power Metal, Progressive Metal, Symphonic Metal	Album	https://lastfm.freetls.fastly.net/i/u/300x300/06ae497c4ef4e4958bc53dbda4457537.jpg	https://open.spotify.com/album/4yfewRuC3ZSwQanGWS0FvV	5b1f5740-e70f-4da4-99e5-b6f78733bbc7	XW	55.0	9.0	4yfewRuC3ZSwQanGWS0FvV
Under a Godless Veil	Draconian	2020.0	Gothic Metal, Death Doom Metal, Ethereal Wave	Album	https://i.scdn.co/image/ab67616d0000b273ca9d6fa9f34b30607a7ffdba	https://open.spotify.com/album/4piC4Fef3riuaqWsywyKri	cc2c3322-716e-4c09-9290-5d1485c5da7c	XE	62.0	10.0	4piC4Fef3riuaqWsywyKri
Under the Fragmented Sky	Lunatic Soul	2018.0	Art Rock, Acoustic Rock, Ambient, Progressive Rock, Progressive Electronic	album	https://i.scdn.co/image/ab67616d0000b27346431a7e229debf4dce2e102	https://open.spotify.com/album/5dF141kcDP3fSLRAWp0n8F	6c6ab653-16cb-416f-948a-383b860ddd45	XE	36.0	8.0	5dF141kcDP3fSLRAWp0n8F
UnderMySkin	Avril Lavigne		Pop Rock, Post-Grunge, Pop Punk, Alternative Rock	Album			31885a74-fb81-4ae3-99c5-c73c99ef4076	US	48.0	13.0	
Underground Network	Anti-Flag		Punk Rock, Skate Punk, Melodic Hardcore	Album	https://lastfm.freetls.fastly.net/i/u/300x300/afaa2fa319874ce7ccd6174273c8eb0e.jpg	https://open.spotify.com/album/0b1MZPPx0PqnAs6oiYPUpg	a5444b9c-38a1-352e-acaa-5937688b207e	US	37.0	13.0	0b1MZPPx0PqnAs6oiYPUpg
Underneath	Code Orange	2020.0	Metalcore, Industrial Metal, Alternative Metal, Glitch, Nu Metal	Album	https://i.scdn.co/image/ab67616d0000b2736309a1f13c14df29de8177a5	https://open.spotify.com/album/70kThssMOMBi4GyBPCk0Gu	fe7f73eb-b936-460c-9e48-0d9f24c8ef4e	US	47.0	14.0	70kThssMOMBi4GyBPCk0Gu
Underneath the Surface	PRIME Sth	2001.0	Alternative Rock, Post-Grunge	album	https://i.scdn.co/image/ab67616d0000b273439b50918c71e754669b952f	https://open.spotify.com/album/1Kbx5MeFLa4JA1PT8b6Lz4	b3069be1-7109-484a-9431-34c0c0a3b97e	DE	49.0	13.0	1Kbx5MeFLa4JA1PT8b6Lz4
Undertow	Tool	1993.0	Alternative Metal, Progressive Metal, Grunge, Sludge Metal	album	https://i.scdn.co/image/ab67616d0000b27382298636c94b8167c4793db2	https://open.spotify.com/album/3Esn6LoXuWtLZNYq8FCzr0	9b5130fa-270d-45a9-89b6-c44e9e239072	US	68.0	10.0	3Esn6LoXuWtLZNYq8FCzr0
Undressed	Pansy Division	1991.0	Queercore, Pop Punk, Power Pop, Jangle Pop	album	https://i.scdn.co/image/ab67616d0000b273bb8e33d97ee531d8d2a58310	https://open.spotify.com/album/3FQM6XQYuV0CMKzs1jTTBF	76004786-b861-3404-8ccb-f603f8172ee3	US	33.74035	13.0	3FQM6XQYuV0CMKzs1jTTBF
Unfold the God Man	Psychonaut	2020.0	Progressive Metal, Post-Metal, Atmospheric Sludge Metal	album	https://i.scdn.co/image/ab67616d0000b273c57a53fc1473f33d4601b6c0	https://open.spotify.com/album/6BGEzAgvfaTjvWG1IbJI9v	cd42e76b-2354-477f-9c38-deae8a695013	XW	69.0	9.0	6BGEzAgvfaTjvWG1IbJI9v
Ungovernable	Digital Resistance	2021.0		Album	https://i.scdn.co/image/ab67616d0000b273f90eddcc5689b79e027c87fd	https://open.spotify.com/album/41PN7pyEUNYHY4zOJ46pl2	c80dde09-aa32-48d9-ae41-4f292192897f	GB	16.0	1.0	41PN7pyEUNYHY4zOJ46pl2
Unified Theory	Unified Theory	2000.0	Alternative Rock, Post-Grunge, Psychedelic Rock	album	https://i.scdn.co/image/ab67616d0000b273ee0b1e61ab68f4ff06d95292	https://open.spotify.com/album/26zbAHObQkmuzIcGqZVMrq	794a0979-746f-400a-8262-68bbf32e6d2e	XW	48.0	12.0	26zbAHObQkmuzIcGqZVMrq
Unimagine	Hands Like Houses	2013.0	Post-Hardcore, Alternative Rock, Swancore, Emo-Pop	Album	https://i.scdn.co/image/ab67616d0000b273591cf64a2f652a884701cb18	https://open.spotify.com/album/3JMwITCPEvMFFkNYtcIAzG	8344bfcb-fd07-4055-aaf6-08b2a3bf9908	AF	42.0	11.0	3JMwITCPEvMFFkNYtcIAzG
Union	Ihlo	2019.0	Progressive Metal, Djent, Progressive Rock, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b273f42b7530b1d9a417a6aa36ab	https://open.spotify.com/album/5wRw9oWA9GujHB6cqjRi6k	b6f98aef-d9f8-4c56-b325-c44e1cc0fa08	XW	53.0	7.0	5wRw9oWA9GujHB6cqjRi6k
Union Town	Tom Morello: the Nightwatchman	2011.0	Folk Rock, Singer-Songwriter	album	https://i.scdn.co/image/ab67616d0000b273bccdd09cecfed161c65b15ab	https://open.spotify.com/album/0ihgEgxVACIlOl4xd81HAx	ef54f6cb-be88-4f2c-b178-6a040c93ffab	XW	50.00998333333333	13.0	0ihgEgxVACIlOl4xd81HAx
Unison Life	Brutus	2022.0	Post-Hardcore, Post-Metal, Post-Rock, Post-Metal	Album	https://i.scdn.co/image/ab67616d0000b2730220e378f3731a724267b74a	https://open.spotify.com/album/60DKd6JfoatLAE9c2z03ac	b9cbec47-954e-4eeb-a54c-d66e16f615b3	AL	42.0	10.0	60DKd6JfoatLAE9c2z03ac
United Abominations	Megadeth	2007.0	Heavy Metal, Thrash Metal, Thrash Metal	album	https://i.scdn.co/image/ab67616d0000b273f8d2a46132326995fa82d8ca	https://open.spotify.com/album/4YeGSTxQshqOyT6DIOaT2b	a0af5955-d5bf-4b39-9c53-10b163b24243	JP	52.0	12.0	4YeGSTxQshqOyT6DIOaT2b
United by Fate	Rival Schools	2001.0	Post-Hardcore, Alternative Rock, Emo, Melodic Hardcore	album	https://i.scdn.co/image/ab67616d0000b2730daf9256ed79ba8ac8f8fb19	https://open.spotify.com/album/37TcohvwaAgxmhgqtf7rxC	671b82bb-5f5a-4c47-85df-868b5afad91c	GB	45.0	14.0	37TcohvwaAgxmhgqtf7rxC
Unity in Time	Schemata Theory	2022.0		album	https://i.scdn.co/image/ab67616d0000b273faf45472676a69a1dcd77ca9	https://open.spotify.com/album/2dVzC767Rio9CEdjqHbzUj	0208f8f9-e73c-4dac-9284-bb5bc96efc2a		57.78333333333333	11.0	2dVzC767Rio9CEdjqHbzUj
Universal	Borknagar	2012.0	Progressive Metal, Black Metal, Melodic Black Metal	Album	https://i.scdn.co/image/ab67616d0000b273e8c6e0fc9929cbaeb3eb0b88	https://open.spotify.com/album/5XSuKyuFPZ89HSQjvUqgLP	3190c561-2314-4699-b5dd-8e661a19b88d	NO	54.0	10.0	5XSuKyuFPZ89HSQjvUqgLP
Universal Chaos	Rendezvous Point	2019.0	Progressive Metal, Progressive Rock, Djent	album	https://i.scdn.co/image/ab67616d0000b27302885b151c7103a3d8b5dac9	https://open.spotify.com/album/0Y0ePzJHJBkqbepJUqGHA3	15a97389-65f6-4058-beed-40ae12ab08d6	XE	43.0	9.0	0Y0ePzJHJBkqbepJUqGHA3
Universal Language	Angel Vivaldi	2011.0	Progressive Metal, Neoclassical Metal	Single	https://i.scdn.co/image/ab67616d0000b273bc997e068e47b1421e1fe65b	https://open.spotify.com/album/0HedrVZF46qhiU0t0AwEY8	dab77dc8-07f0-4dab-af04-925b6ce44710	US	17.0	4.0	0HedrVZF46qhiU0t0AwEY8
Universal Pulse	311	2011.0	Alternative Rock, Rap Rock, Reggae, Alternative Metal	Single	https://i.scdn.co/image/ab67616d0000b2732be5eab59472a78577b906ca	https://open.spotify.com/album/45H7sTAuALcaEGnktvygP5	17196ebc-8fc2-4dc8-a3a4-568681700741	JP	36.0	10.0	45H7sTAuALcaEGnktvygP5
Universo en Miniatura Vol. 1	Sebastián Escofet	2019.0		album	https://i.scdn.co/image/ab67616d0000b273c1522480b8c55b4082f93d2c	https://open.spotify.com/album/52PcfX5Yht7LyNjkuJCROB	a9b6eaac-593f-467c-bbf7-bb2d0e2df65d	XW	18.0	14.0	52PcfX5Yht7LyNjkuJCROB
Unknown Pleasures	Joy Division	1979.0	Post-Punk, Gothic Rock	album	https://i.scdn.co/image/ab67616d0000b27316eb1e685e6bd37ab3228de6	https://open.spotify.com/album/33qkK1brpt6t8unIpeM2Oy	4c777694-3802-458f-a95b-3c91b5e9edd3	XW	39.45	10.0	33qkK1brpt6t8unIpeM2Oy
Unleashed	Skillet	2016.0	Pop Rock, Hard Rock, Christian Rock, Alternative Metal, Christian Rock, Electropop	album	https://i.scdn.co/image/ab67616d0000b2733387bacdfd59f32e14dbe17a	https://open.spotify.com/album/4rJu3hBFAUqIAQOlSStJzO	070788f0-8759-421a-a9c7-2df1a6817517	XE	42.0	12.0	4rJu3hBFAUqIAQOlSStJzO
Unlimited Love	Red Hot Chili Peppers	2022.0	Alternative Rock, Pop Rock, Funk Rock, Psychedelic Rock	album	https://i.scdn.co/image/ab67616d0000b27397a52e0aeda9d95fb881c56d	https://open.spotify.com/album/2ITVvrNiINKRiW7wA3w6w6	5750c43a-aa20-4948-ae64-b3baa3d3eb7b	XE	73.0	17.0	2ITVvrNiINKRiW7wA3w6w6
Unmaker	LLNN	2021.0	Sludge Metal, Atmospheric Sludge Metal, Post-Metal	album	https://i.scdn.co/image/ab67616d0000b2731438f43b17458a5d8b8a7bc7	https://open.spotify.com/album/0pTmxb8XmLJ5E48JyRY4P3	7f4c4f81-4fd0-4d1c-be58-066194776a45	XW	39.0	10.0	0pTmxb8XmLJ5E48JyRY4P3
Unquestionable Presence	Atheist	1991.0	Technical Death Metal, Progressive Metal, Technical Thrash Metal, Jazz Fusion	Album	https://i.scdn.co/image/ab67616d0000b273022540766ea42d7cff7d2f6e	https://open.spotify.com/album/2JMEuDyva5OlVX1LU894vt	01b8e582-3108-4d54-8122-70eb1541114c	US	32.0	8.0	2JMEuDyva5OlVX1LU894vt
Unraveled	orphan donor	2021.0	Screamo, Emoviolence, Noise Rock, Sludge Metal, Mathcore	album	https://i.scdn.co/image/ab67616d0000b2733c332d55eac2b570e2009eee	https://open.spotify.com/album/3xTrbaPSmWYQgeCS8MCi4K	c9b03920-e600-497a-b5fb-1fad06f22cd7	XW	39.0	7.0	3xTrbaPSmWYQgeCS8MCi4K
Unsane	Unsane	1991.0	Noise Rock, Post-Hardcore, Sludge Metal	album	https://i.scdn.co/image/ab67616d0000b273639c031d7e03419b39c0c474	https://open.spotify.com/album/5yxSpQz6bolsXAZz7XgvzI	ce35558f-9d0a-4008-b5b7-f542142d87aa	US	36.766666666666666	12.0	5yxSpQz6bolsXAZz7XgvzI
Unseen Color	Maraton	2022.0	Alternative Rock, Progressive Pop, Math Rock, Art Pop, Synthwave	album	https://i.scdn.co/image/ab67616d0000b273f1862e7b9da59fe85c59f50b	https://open.spotify.com/album/2pA3hfoXOVppw76EtsCiHA	dccfb174-d890-4388-a38d-148582f6d61e	XW	45.30001666666666	10.0	2pA3hfoXOVppw76EtsCiHA
Unseen Forces	Justin Walter	2017.0	Ambient, Tribal Ambient, Progressive Electronic, Post-Minimalism	album	https://i.scdn.co/image/ab67616d0000b273f14f13facac5a2f2c04197be	https://open.spotify.com/album/2bdHml4L0xsfzEhcicfEpC	0dfca116-e4bd-4770-a258-1c13b1d7ffdb	US	43.0	9.0	2bdHml4L0xsfzEhcicfEpC
Unsung Prophets & Dead Messiahs	Orphaned Land	2018.0	Folk Metal, Progressive Metal, Symphonic Metal, Israeli Folk Music, Oriental Jewish Music, Arabic Classical Music	album	https://i.scdn.co/image/ab67616d0000b2739ac44e48cfbe63de2abf58d3	https://open.spotify.com/album/7ud8TDf12TNhUDNrlNLF4s	8e36404e-c830-4d99-9c35-2401e85f028b	XE	105.10156666666668	21.0	7ud8TDf12TNhUDNrlNLF4s
Unsung Prophets and Dead Messiahs	Orphaned Land	2018.0	Folk Metal, Progressive Metal, Symphonic Metal, Israeli Folk Music, Oriental Jewish Music, Arabic Classical Music	album	https://i.scdn.co/image/ab67616d0000b2739ac44e48cfbe63de2abf58d3	https://open.spotify.com/album/7ud8TDf12TNhUDNrlNLF4s	8e36404e-c830-4d99-9c35-2401e85f028b	XE	105.0	21.0	7ud8TDf12TNhUDNrlNLF4s
Until We Have Faces	Red	2011.0	Alternative Rock, Christian Rock, Alternative Metal, Symphonic Rock, Nu Metal	album	https://i.scdn.co/image/ab67616d0000b27369369a37140c4061d4e7a2ab	https://open.spotify.com/album/3mCFgW3TWFsRTD1Kc1yEtO	22a1aed5-694c-43cc-8fb0-29a4ac48951b	US	48.0	12.0	3mCFgW3TWFsRTD1Kc1yEtO
Until We Rest Beneath the Winter Way	Earthrise	2022.0	Atmospheric Sludge Metal, Post-Metal	Album	https://i.scdn.co/image/ab67616d0000b273056af07c1b57f647eb4a4bd9	https://open.spotify.com/album/3vzapj88R8oEGscuBDWUYi	cff110cd-1b9a-40f7-8d4d-d5c36d98c152	XW	71.60443333333333	9.0	3vzapj88R8oEGscuBDWUYi
Unto the Locust	Machine Head	2011.0	Groove Metal, Thrash Metal	album	https://i.scdn.co/image/ab67616d0000b2732fa3e471bead2f607a1f03ab	https://open.spotify.com/album/79EwDnZoH0n7vIAXmYP1cz	e599395d-facb-48d3-954b-707cdce3a53e	US	86.0	11.0	79EwDnZoH0n7vIAXmYP1cz
Untrue	Black Sites	2021.0	Heavy Metal, Progressive Metal	Album	https://i.scdn.co/image/ab67616d0000b273658de6aecb4c34f12d3b54ce	https://open.spotify.com/album/5nNuQw8eUZ5iegOZxLeSPL	b6b0e824-00be-48da-953b-9ee0d8507389	XW	43.0	8.0	5nNuQw8eUZ5iegOZxLeSPL
Unveilance of Dark Matter	Moloken	2020.0	Sludge Metal, Post-Hardcore, Progressive Metal, Post-Hardcore	album	https://i.scdn.co/image/ab67616d0000b2736aa1cbc6d01b91d9d5960ec0	https://open.spotify.com/album/6mfBblhuGjlxmUbb2OpAYG	e94d529c-ac0a-4f1c-81e7-b10d10510f65	XW	42.0	11.0	6mfBblhuGjlxmUbb2OpAYG
Unweaving the Rainbow	Frameshift		Progressive Rock, Progressive Metal, Symphonic Prog	Album	https://lastfm.freetls.fastly.net/i/u/300x300/de1881acf2f14c06cc39172f021a6324.jpg		a67232d5-8dee-4b9f-8535-598b32d76fff	US	79.0	15.0	
